"","Date","Short","Long","Spread","Short_koef","Long_koef","Spread_koef"
"1",2008-10-08,83.1,82.76,0.339999999999989,0,0,0
"2",2008-10-09,84.21,85.51,-1.30000000000001,0.0132689771804984,0.032688475290521,-0.0194194981100226
"3",2008-10-10,76.3,77.86,-1.56,-0.09864074075149,-0.0937209859855539,-0.00491975476593609
"4",2008-10-13,77.9,79.05,-1.14999999999999,0.0207530145862913,0.0151682214731714,0.00558479311311988
"5",2008-10-14,79.42,81.25,-1.83,0.0193242728264034,0.0274502575543654,-0.008125984727962
"6",2008-10-15,69.61,76.65,-7.04000000000001,-0.13184199052253,-0.0582812158920234,-0.0735607746305069
"7",2008-10-16,68.6,71.62,-3.02000000000001,-0.0146157004487355,-0.0678752407475365,0.053259540298801
"8",2008-10-17,68.9,69.46,-0.559999999999988,0.00436364328777294,-0.0306233172543591,0.034986960542132
"9",2008-10-20,71.59,72.57,-0.97999999999999,0.0382992213884812,0.0438005659741183,-0.00550134458563711
"10",2008-10-21,69.25,71.18,-1.93000000000001,-0.0332322543406463,-0.0193397332079988,-0.0138925211326475
"11",2008-10-22,66.2,68.15,-1.95,-0.0450426821244854,-0.0435007219395054,-0.00154196018497998
"12",2008-10-23,65.35,67.21,-1.86,-0.0129230228727311,-0.0138891121606672,0.000966089287936178
"13",2008-10-24,61.91,63.65,-1.74,-0.0540757225390909,-0.0544227209784589,0.000346998439368029
"14",2008-10-27,60.59,62.67,-2.08,-0.021551854574243,-0.0155164607668317,-0.00603539380741136
"15",2008-10-28,61.59,63.25,-1.66,0.0163696567420546,0.00921226337104564,0.00715739337100896
"16",2008-10-29,64.16,65.91,-1.75,0.0408804438593071,0.0411950474569993,-0.000314603597692198
"17",2008-10-30,63.43,65.06,-1.63,-0.0114430279124536,-0.012980254019423,0.00153722610696949
"18",2008-10-31,62.35,64.22,-1.87,-0.0171732635197603,-0.0129952323838376,-0.00417803113592274
"19",2008-11-01,66.99,67,-0.0100000000000051,0.0717796823941308,0.0423779307295975,0.0294017516645333
"20",2008-11-05,64.44,67.01,-2.57000000000001,-0.0388087962114021,0.000149242594114085,-0.0389580388055162
"21",2008-11-06,60.55,62.08,-1.53,-0.0622650883096725,-0.0764179861101164,0.0141528978004439
"22",2008-11-07,57.97,59.91,-1.94,-0.0435438346474601,-0.0355804397791299,-0.0079633948683302
"23",2008-11-10,60.62,62.91,-2.29,0.0446992362780154,0.0488616974861049,-0.0041624612080895
"24",2008-11-11,56.43,58.4,-1.97,-0.0716239396486076,-0.0743892437477571,0.00276530409914955
"25",2008-11-12,54.02,56.09,-2.07,-0.0436465836165794,-0.0403583463139352,-0.00328823730264416
"26",2008-11-13,54.39,55.25,-0.859999999999999,0.00682596507039968,-0.0150892031223835,0.0219151681927832
"27",2008-11-14,55.12,57,-1.88,0.0133323132705336,0.0311829274366877,-0.0178506141661541
"28",2008-11-17,54.51,55.94,-1.43,-0.0111284556292137,-0.0187715800607364,0.00764312443152271
"29",2008-11-18,52.6,54.66,-2.06,-0.0356680513325252,-0.023147507273892,-0.0125205440586331
"30",2008-11-19,52.57,53.45,-0.880000000000003,-0.000570504912307701,-0.0223855430288675,0.0218150381165598
"31",2008-11-20,49.2,51.2,-2,-0.0662519913330941,-0.0430071054255921,-0.0232448859075021
"32",2008-11-21,48.89,51.51,-2.62,-0.00632074690770823,0.00603643153203137,-0.0123571784397396
"33",2008-11-24,49.94,52.49,-2.55,0.021249408261073,0.0188467116867148,0.00240269657435821
"34",2008-11-25,52.32,55.04,-2.72,0.046556422297316,0.0474375183608795,-0.000881096063563458
"35",2008-11-26,51.83,53.59,-1.76000000000001,-0.00940957494732819,-0.026697710118329,0.0172881351710008
"36",2008-11-27,53.54,55.59,-2.05,0.0324599058905912,0.0366408454586189,-0.00418093956802768
"37",2008-11-28,52.75,54.51,-1.76,-0.0148652657360304,-0.0196191578891884,0.00475389215315802
"38",2008-12-01,50.36,52.1,-1.74,-0.0463665631800296,-0.0452192223168679,-0.00114734086316171
"39",2008-12-02,48.24,50.36,-2.12,-0.0430086567572161,-0.0339677395831752,-0.00904091717404087
"40",2008-12-03,45.71,48.04,-2.33,-0.053871460075277,-0.0471632119643632,-0.00670824811091375
